index,title,version_name,rank,score,content
884405,俩少年抢劫 被收银员制服,milvus.bow.v7_6,10000,0.0,"本报讯 (记者 李奎)少年邹某与老乡邱某结伙去宾馆抢劫,反而被宾馆内的收银员制服。记者上午获悉,通州法院以抢劫罪判处邹某有期徒刑一年,邱某有期徒刑八个月。2011年12月19日,17岁的邹某和15岁的邱某在网吧上网玩到晚上11点,出来后发现身无分文,邹某就对邱某说:“我们去昨天住的宾馆抢点钱吧。”邱某表示同意,于是找来一把折叠刀藏于袖中。二人随后来到曾入住的宾馆,发现吧台内只有一名男收银员,邹某遂对收银员说“把钱拿出来”,邱某手持折叠刀也进入吧台内,双方打了起来,收银员赤手空拳冲过来夺走了折叠刀,并将这两名少年制服后报警。"
1004920,哭笑不得:喜欢吃饺子的老外真心伤不起(组图),milvus.bow.v7_6,7,0.31643134355545044,"饺子是中国北方经常吃的一种食物,要知道老外也喜欢吃,可是他们没有中国人的耐心一张一张的擀皮,看看他们的先进工具包饺子的过程吧…这是饺子制作的小工具,半机械化,一次可以做近30个,很方便的。没错,就是要擀这么大的面皮,当然这不是一个饺子的皮。肉馅?肉丸?烙馅饼?"
884374,盛文兵:非美休整后继续上行,milvus.bow.v7_6,10000,0.0,"本周在关注欧洲央行的利率以及美国非农数据,在两数据的影响下美元总体是震荡向下的行情为主,长线美元存在回调。德国总理默克尔和法国总统奥朗德可能会讨论欧央行购买意大利和西班牙债券的计划,欧央行和欧洲金融稳定基金 (EFSF) 正准备在一级市场上购买意大利和西班牙国债。但随后欧盟和欧央行均作出澄清,欧盟和欧央行均对法国《世界报》关于欧央行和 EFSF 将购买西意国债的报道不予置评,欧盟同时并表示目前没有收到成员国要求使用 EFSF 的申请。欧元兑美元触及三周高位,欧洲央行将采取何种举措遏制危机仍不确定,美国第二季度 GDP 数据没有担心的那么疲弱欧元兑美元周五升至三周高位 , 盘中走势震荡 , 因市场臆测欧洲央行可能采取进一步行动遏制债务危机蔓延 , 但由于缺乏细节导致涨势受限 .欧元升至日高 , 之前彭博新闻报导称 , 欧洲央行总裁德拉吉将与德国央行总裁魏德曼会晤 , 讨论包括购买公债在内的遏制欧债危机的数项举措 . 魏德曼是欧洲央行管委 .但谨慎情绪很快重新主导市场 , 投资者称 , 由于德国反对欧洲央行购买公债 , 欧洲央行将采取何种举措仍不确定 . 部分分析师还表示 , 欧元本周录得的三日涨势过度 .在被问及有关德拉吉与魏德曼会晤的报导时 , 欧洲央行发言人称 , 德拉吉与欧洲央行管委会晤十分正常 , 他拒绝进一步置评 .今日策略 :美元短期内还是空方占优势,美指今日建议短线 83.10 区域做空,止损 20 点,长线回调持续,本周非农,行情震荡为主,欧元长线反弹,短线回调后多为主,今日建议 1.2250 区域做多,止损 1.2210 ,目标 1.2380 、 1.2410 。"
950897,胡锦涛宣布推进中非 战略伙伴关系新举措,milvus.bow.v7_6,10000,0.0,"中非合作论坛第五届部长级会议隆重开幕新华社电(记者 刘东凯 廖雷 张艺)中非合作论坛第五届部长级会议19日上午在人民大会堂隆重开幕。中国国家主席胡锦涛、南非总统祖马、贝宁总统亚伊、赤道几内亚总统奥比昂、吉布提总统盖莱、尼日尔总统伊素福、科特迪瓦总统瓦塔拉、佛得角总理内韦斯、肯尼亚总理奥廷加、埃及总统特使阿姆鲁、联合国秘书长潘基文以及50个论坛非洲成员国外交部长和主管对外经济合作事务的部长、非洲联盟委员会主席让·平、部分非洲地区和国际组织代表等出席开幕式。10时,会议正式开幕。在热烈掌声中,胡锦涛发表题为《开创中非新型战略伙伴关系新局面》的重要讲话。"
879935,走访在伊拉克的叙利亚难民 从一个战场到另一战场,milvus.bow.v7_6,1,0.5636151432991028,"“从叙利亚来到伊拉克,感觉好像从一个战场到了另一个战场。这里虽没有炮声隆隆,但恐怖阴影却好像无处不在。”50岁的叙利亚难民艾哈迈德斜睨手持自动步枪的伊拉克士兵,苦笑着对新华社记者说。艾哈迈德所在的地点是距叙利亚边境仅数公里的伊拉克西部安巴尔省加伊姆镇,这座人口2.5万人的小镇已经接纳2800名叙利亚难民。难民暂时栖身在学校教室和政府办公楼,在当地居民和慈善组织的帮助下,他们目前衣食无忧。然而,40多摄氏度的酷暑以及每天仅六七个小时的供电令这里的叙利亚难民无比怀念冲突前在祖国的幸福生活全天24小时不间断供电和清洁用水。如今,艾哈迈德只能砸碎难民营紧急提供的冰块,嚼冰防暑。伊拉克安全部队对临时难民营戒备森严,所有入营叙利亚人不得擅自离开。伊拉克并非安全乐土,一周前,全国发生数十起恐怖袭击事件,导致数百人伤亡。安巴尔省是“基地”组织最为活跃的地区之一,叙利亚难民的到来增加了安保负担。45岁的叙利亚妇女萨米尔感到很不理解,她有亲戚居住在加伊姆镇上,安全部队却不许她探亲。加伊姆难民营负责人艾亚达赫耐心向她解释说:“在伊拉克,外国人去任何地方都不安全,我们不能让你随意外出。”艾亚达赫还想让记者帮忙说服萨米尔:“请告诉她,我没有说假话。你们记者来这里,是不是也要通过内政部发通行证,沿途也要经过很多检查?”怒气冲冲的萨米尔并不理会,拿起手机打给还在叙利亚阿布卡迈勒的亲戚:“别来伊拉克了,这里也不安全,还不如在叙利亚被打死算了!”艾亚达赫继续劝解萨米尔说,伊拉克财政部长拉菲·伊萨维和出入境管理机构高官组成的视察团不久将来加伊姆看望难民,随后,难民营的安保管制将会放松。按照伊拉克总理马利基的要求,难民营将对叙利亚难民进行甄别,分三种情况处理:有伊拉克亲属的,在亲属签署确保其安全的保证书后,准许赴亲属家居住;持有合法叙利亚护照的,可以任意行动;没有护照和伊拉克亲属的,继续待在难民营。听了这番话,萨米尔的情绪稍稍缓和:“我和3个女儿真是没法在叙利亚待下去了,到处是炮击和枪战,但愿祖国的战乱能尽早结束。”艾亚达赫并未对萨米尔说出全部实情。他之前接受采访时透露,严密安保和甄别工作不仅为难民安全,也是为防止恐怖分子混迹其中,“伊拉克恐怖阴影已足够浓重,不得不小心”。难民膳食由慈善组织保障供应,还有防暑降温用的西瓜和冰块。安巴尔省政府社会服务部门主管祖迈利号召当地居民努力让叙利亚难民找到回家的感觉。记者看到,难民营里有加伊姆镇居民拿来的床铺、毯子、食物等。“伊拉克应当回馈叙利亚人民。美国2003年发动伊拉克战争后,叙利亚境内的伊拉克难民一度多达200万,”祖迈利说。加伊姆镇镇长伊夫提尔汉告诉记者,截至当地时间29日晚,自加伊姆入境的叙利亚难民达到2800人,加上北部库尔德自治区已经容纳的近万名叙利亚人,据不完全统计,目前在伊拉克境内的叙利亚难民在1.3万人左右。"
907471,河南农民为生儿子躲居深山12年,milvus.bow.v7_6,10000,0.0,"4月10日,河南省洛阳市嵩县德亭乡孙元村小滚沟河村在山坡上居住12年的袁铁明一家。12年前,为了生一个男孩,袁铁明从嵩县大章乡迁移至此,在山坡上挖了个窑洞,居住了下来。12年来,袁铁明夫妇在这里生下了她的5个姑娘,几乎与外界隔绝,堪称现实版的超生游击队。两年前,因为生活艰难,在最小的女儿出生4天后,袁铁明把孩子送给了自己的亲戚。由于他送孩子时收了点抚养费,近日嵩县德亭派出所以拐卖人口的名义给抓了起来,在缴纳了3500元的取保候审费用后,目前被取保候审。"
1034076,《老爸的筒子楼》收官 张衣完成爱情救赎,milvus.bow.v7_6,10000,0.0,"由张衣、许亚军、刘威葳、李崇霄等实力演员主演的当代都市剧《老爸的筒子楼》,经过半个多月的热播,日前在江西卫视收官。青年演员张衣饰演的线索人物王岳峰,在全剧后半段现身,揭开了他和许诺(刘威葳饰)之间一段尘封的往事,也将全剧推向了高潮。剧中,张衣饰演的王岳峰,年轻时与刘威葳饰演的许诺真心相爱,两人本已计划结婚,但天有不测风云,由于特殊历史背景下的家庭原因,王岳峰不得不突然举家出国。一对恋人连道别和解释的机会都没有,就天各一方。而那时许诺已经怀上了王岳峰的孩子......多年以后,王岳峰功成名就却惨遭不幸,妻子因车祸离世,自己又身患绝症。回想年轻时的种种,王岳峰希望能在自己离世前,完成内心深处的自我救赎――得到初恋情人的原谅。而王岳峰的突然出现,却让原本沉浸在平凡生活中的许诺和筒子楼里的亲友们炸开了锅......张衣饰演的王岳峰,在剧中多是饱经沧桑的老年扮相,内心情绪也错综复杂,因此表演上非常考验演员功力。从对往日生活场景的怀念,到对初恋记忆的回味;从痛失妻女的苦涩,到诀别初恋情人的悔恨;从得知恋人怀孕时的惊愕,到无法得到原谅时的崩溃......张衣的表演非常到位,可谓抽丝剥茧,层层深入。不仅生动鲜活,更难寻到表演的痕迹。“好演员的表演是要让观众忘掉他们是在看戏。”张衣如是说。"
1002050,自称“狼爸” 继父用热水淋烫女儿致其重伤,milvus.bow.v7_6,5,0.3022783696651459,"4月28日快报报道,10岁女孩芳芳(化名)洗澡时被继父用滚烫的水烫伤。快报记者昨天从玄武警方获悉,芳芳已构成重伤,烫伤她的继父因涉嫌故意伤害罪已被逮捕。4月23日晚上,芳芳母亲回家后发现女儿被烫伤了。经过检查,芳芳前胸、后背、腋下和大腿部位都被烫伤,属于深二度烫伤。芳芳说,当晚,继父带她洗澡,一开始水温还比较合适,但过了一会儿突然变烫,她想去调节水温,却被继父拦住。水越来越烫,她想逃开,却被继父拉了回来,还将喷头对准她喷淋,整个过程持续了数分钟。玄武警方介入调查后,基本认定芳芳继父的行为属实。而芳芳继父却极力否认,还辩称自己只是对女儿要求比较严格而已。他说,他就是大家都说的“狼爸”,平时对女儿管教严格。在接受警方审查时,他还说,平时都是他照顾芳芳,他对女儿很好。"
1011318,￥7550,milvus.bow.v7_6,10000,0.0,产品系列:华硕 N75系列屏幕尺寸:17英寸CPU型号:Intel 酷睿i7 2630QMCPU主频:2000MHz内存容量:4GB硬盘容量:750GB显卡芯片:NVIDIA GeForce GT 555M操作系统:Windows 7 Ho 更多参数>>
989936,《饥饿游戏》崇尚野性搏斗 获MTV最佳打斗场景,milvus.bow.v7_6,1,0.5491315126419067,"即将于6月14日登陆内地银幕的好莱坞大片《饥饿游戏》,讲述了一个以真人秀形式进行的“生存竞技游戏”。能否在残酷的竞争中存活下来,身手和智谋同样重要。凭借激烈且富有野性色彩的动作场面,《饥饿游戏》击败《碟中谍4》,获颁2012MTV电影奖最佳打斗场景。动作戏获MTV大奖 击败世界上身手最好的特工要在24名参赛选手中杀出一条活路,大量依靠体能和格斗技巧的动作场面自然必不可少。凭借一场发生在竞技场中的决斗之战——第12区选手凯妮丝(詹妮弗·劳伦斯饰演)携手皮塔(乔什·哈切森饰演)对抗第二区的职业“贡品”凯托(亚历山大·路德韦格饰演),后者是饥饿游戏中令所有参赛者闻风丧胆的有力竞争者——《饥饿游戏》拿下2012年MTV电影奖的最佳打斗场景奖。这一场面的精彩程度击败哈利·波特在终结篇中对抗伏地魔的决斗场面,在年轻观众心目中,《饥饿游戏》动作戏甚至超越了《碟中谍4》结尾处汤姆·克鲁斯和大反派在立体停车场中近身肉搏的桥段。除获颁最佳打斗场景以外,《饥饿游戏》包揽MTV电影奖的最佳男女主角和最佳银幕反差奖,成当晚最大赢家,赢走四座金爆米花奖杯,风头压过近两年颇受青少年欢迎的《哈利·波特》系列与《暮色》系列。单纯的肌肉男弱爆了 野生搏斗法才是王道跟片中“贡品”的命运相同,年轻演员们在确立了各自饰演的角色后,必须马上进入有生以来最为严苛的体能和技能强化训练,为《饥饿游戏》中大量消耗体能的动作戏做足准备。“导演提出了很有意思的设想,他不希望动作情节看来像是经过精心设计的,所以我们尝试着创建一套更自然、情绪感更重的野生搏斗法。”特技指导查德·斯塔赫尔斯基从格斗技巧开始教起。同时,特技训练师罗根·胡德设计了一整套训练计划,着重于功能适应性训练,几乎涵盖了所有的基本项目——力量,俯卧撑,引体向上,爬绳,高空跳跃——擅长射箭的凯妮丝、飞刀快手克罗芙、野蛮好斗的凯托,每一个演员根据自己饰演的角色,进行目标性的训练。另外,训练计划中还有正值流行的'跑酷',其中包括自由形态法以及随时随地回避、翻越各种障碍物。胡德解释道:“我们并不是想培养几名肌肉男出来,对于每一个贡品来说,更多地,是希望让他们展现一种自然,未经修饰,真实可信的表演。”改编自苏珊·柯林斯同名畅销小说的《饥饿游戏》以16岁女主人公凯妮丝b艾维丁的视角,讲述了一个以电视真人秀形式进行的“生存游戏”。每一年,帕纳姆国都会强制12个辖区抽出少男少女各一名,参加饥饿游戏,以此威胁并告诫国民顺从统治。参赛选手被称作“贡品”,24人中只能有一个幸存。该片即将于6月14日以普通2D和2D IMAX两种制式在全国范围内上映。届时国内观众将一睹这部好莱坞“现象级影片”的风采。搜狐视频正在热映"
1025134,毙蟑王让蟑螂彻底灭亡,milvus.bow.v7_6,10000,0.0,"“毙蟑王”根据蟑螂的食性、习性及其生理特点研制而成。蟑螂取食“毙蟑王”后,再互相传染,杀死率达100%!“毙蟑王”为生物制剂,对人及宠物安全,当天投药第二天就会大面积地杀死蟑螂。本品对宾馆、酒店、室内灭蟑螂有特效,有“蟑螂不死我死”之称!"
921613,正利率时代 告别负债投机,milvus.bow.v7_6,1,0.4250894784927368,"随着CPI的逐月走低,长达两年的负利率时代悄然结束,一年期定存利率跑赢CPI。本周公布的6月CPI数据仅上涨2.2%,进一步确认正利率时代来临。那么,正利率时代将对投资和理财带来怎样的影响?星石投资总裁杨玲直言不讳表示:正利率时代来临意味着投机时代的尾声。过相关公司股票走势去几年,由于实际利率为负,通过不断放大杠杆,疯狂炒作各类资产能获得难以置信的高收益。炒房子、炒黄金、炒艺术品、炒红酒白酒、炒大蒜......杠杆越大,财富积累越快。但是一旦负利率时代终结,高杠杆率的投机行为会承受正利率风险,诸多亿元时代的艺术品、红木家具、翡翠玉石等都会出现有价无市的情况,投机者将体会到什么叫“来也匆匆,去也匆匆”。6月CPI同比上涨2.2%,是自2010年以来29个月的最低值。建信基金判断,三季度CPI同比表现有望短期筑底,最低值可能会跌破2%。建信基金认为,目前我国正在实施一系列的保增长政策,央行在不到一月的时间内连续两次降息也表明通货膨胀水平的回落给货币政策更多地腾挪空间。如果下半年一系列保增长的措施能够见效,CPI可能在下半年见底。但这一预判也受到其他因素的影响,例如国外经济形势并不稳定、国内行业面临巨大出口压力、三季度企业生产动力是否回升等,现在尚难以判断。尽管银行定存已有吸引力,但投资者仍可选择收益更高品种。央行二次降息,对债券型基金而言是利好。据不完全统计,截至7月6日,目前有多达8只债券基金正在发行(A/B/C类分开计算),有望及时入场。其中,相对于纯粹的开放式、封闭式债基,汇添富季季红拥有封闭运作、定期开放、季季分红等特点,可兼顾收益性和流动性。此外,该基金的业绩比较基准为三年期银行定期存款税后利率+1%,充分反映其追求绝对收益的目标。国金证券基金研究中心分析称,下半年债市仍将维持慢牛行情。若四季度CPI出现拐点,债市整体将面临一定的调整风险。此外,作为存款管理工具的货币基金,上半年取得了2.19%的收益率(年化即4.38%),下半年需用好用足。近期,工银货币基金信用卡上市,在“自动理财”方面有一定创新。该卡是准贷记卡,首次实现了可自动申赎货币基金、可通过自动赎回货币基金自动偿还贷记卡欠款等功能,通过设定卡内存款余额的自动申购上限和自动赎回下限,实现“货基申赎全自动”,使闲置资金自动申购成货币基金,把本来只能享受活期存款利息的钱,变成获得货币基金的投资收益。 (来源:华龙网)"
1006672,调查:网传眼保健操“残害”青少年 专家和家长不认可,milvus.bow.v7_6,10000,0.0,"亚心网讯(记者 马蓓) 眼保健操可谓是许多人童年的一个深刻回忆,但近日有网民称“眼保健操残害中国青少年49年,学生用脏手按摩易导致眼部感染”等,引发很大争议。专家称该说法没有科学依据。同时也表示,青少年近视率上升与如今电子产品的增多有关,和眼保健操并无明显关联。眼保健操微博引网民“围观”首先发出该微博的网民名为“直播上海”。“直播上海”在其微博中称:“眼保健操残害中国青少年49年了,全世界仅中国做眼保健操,按摩毫无作用的穴位,49年来中国青少年近视率升至世界第二,达3.6亿人,做眼保健操无法改善视力,许多学生用脏手按摩导致红眼病、眼部感染等。眼保健操是于1963年,由北京医学院体育教研室刘世铭主任自创的,结果被强制在全国推行,毫无科学根据。”这条微博发出后引来众多网民“围观”,大多数网民悔叹自己做了多年的“无用功”。“眼保健操绝对没有用!试问,有多少人是认真在做的。还不是被逼迫,只能假装做,随便按个地方,做完就过了。” 网民“请叫我混蛋蛋先森”发微博称。也有网民对此说法不赞成,“KGB001”说:“不能这么说,我高二、高三时右眼视力降到了0.5左右,然后坚持只用好的那只眼看东西,每节课做眼保健操,差不多一年视力恢复正常了,这可是我的亲身经历啊。”记者发现,其实这则微博内容最早来源于2007年方舟子公开发表的言论。方舟子5年前曾撰文质疑:“世界上只有中国推行眼保健操,学生近视率却世界第二。不做眼保健操的美国,只有25%。”文章强调,历经几十年的代代相沿,眼保健操已成为中国校园文化传统的一部分,变成了一种集体仪式和生活习惯。一种东西一旦成为传统,就具有了天然的合理性,质疑它会让人觉得难以接受,何况是从小就被灌输的东西,更难以理性地看待。专家:虽无科学验证但有好处“近视跟眼保健操并无直接关联。”乌鲁木齐市普瑞眼科医院业务科副院长吴生泉表示,此说法并无科学依据。吴生泉介绍说,眼保健操推行了近50年,虽然没有经过科学论证,但好处却是显而易见的。他告诉记者,近年来,青少年近视率增加的主要原因是长时间近距离地看书学习导致。“通过眼保健操改善视力的说法有些绝对,但不能否认眼保健操的护眼作用。”吴生泉说。对于微博中提到使用脏手做眼保健操会导致眼睛发炎等症状的说法,吴生泉表示,眼保健操只是按摩眼部周围皮肤和穴位,手部与眼睛内部接触的可能性较小,这并不是导致眼病发生的主要原因。据吴生泉介绍,该院患者近视率每年都在不断增加,主要集中在小学到高中的学生人群。吴生泉认为,该现象除了与我国的应试教育制度有关外,不断增加的电子产品也是导致青少年近视及眼病增多的一个重要原因。学生家长表示能缓解视疲劳记者随机采访了乌鲁木齐市几所学校初高中的20名青少年。其中8名初中生和5名高中生视力正常,2名初中生和5名高中生近视。其中,学生普遍认为眼保健操可以缓解视疲劳。一名来自乌市第80中学患有近视的学生小曹告诉记者,他从小就喜欢看书,小学六年级就近视200度,学校每天两次的眼保健操虽然无法治疗近视,但做完后眼睛还是能得到一定的放松。“我觉得近视跟眼保健操没有关系,我们班很多同学都是玩电脑才开始近视的。”该校另一名高中生小吴说。"
890627,1.8L 手动 豪华型,milvus.bow.v7_6,10000,0.0,指导价:9.18万 经销商报价:未在售 找底价生产厂家:奇瑞汽车驱动方式:前置前驱汽车级别:中型车车体结构:4门5座三厢轿车年款:2008款整体质量:1440公斤长x宽x高:4770×1815×1445工信部综合油耗:8.3发动机:1.8L 132马力 L4保修:整车2年/6万公里变速箱:5挡手动
